Empresa,Empleados,Año,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Continente,Codigo_pais
Tata Motors,77990,2020,Consumer Durables,India,40469.0,-150.4,42364.0,4492.0,-0.0037164249178383455,-0.0035501841185912567,Asia,IND
Phoenix Group Holdings,4417,2020,Insurance,United Kingdom,37070.0,79.1,311646.0,5461.0,0.0021338009171837065,0.00025381362186583495,Europe,GBR
Mitsubishi Heavy Industries,81631,2020,Capital Goods,Japan,37020.0,1535.6,51043.0,8682.0,0.04148028092922744,0.03008443861058323,Asia,JPN
ABB,144400,2020,Conglomerates,Switzerland,27972.0,1435.9,46108.0,40508.0,0.05133347633347634,0.03114210115381279,Europe,CHE
Tech Data,15000,2020,Trading Companies,United States,36998.0,374.5,13269.0,4993.0,0.010122168765879236,0.028223679252392796,North America,USA
ING Group,55063,2020,Diversified Financials,Netherlands,20489.0,5350.0,1000983.0,21390.0,0.26111572063058225,0.005344746114569378,Europe,NLD
Jiangxi Copper,25333,2020,Materials,China,34613.0,354.1,19368.0,3386.0,0.010230260306821138,0.018282734407269723,Asia,CHN
World Fuel Services,5500,2020,Trading Companies,United States,35966.0,183.1,5499.0,1638.0,0.005090919201468053,0.03329696308419713,North America,USA
Honeywell International,113000,2020,Conglomerates,United States,36706.0,6143.0,58679.0,100364.0,0.16735683539475835,0.1046882189539699,North America,USA
ConocoPhillips,10400,2020,Oil & Gas Operations,United States,29453.0,3617.0,65033.0,45336.0,0.12280582623162327,0.05561791705749389,North America,USA
Poste Italiane,126445,2020,Insurance,Italy,36665.0,1502.0,267437.0,11045.0,0.0409654984317469,0.005616275982754817,Europe,ITA
Fujitsu,129609,2020,Technology Hardware & Equipment,Japan,35708.0,1403.6,28663.0,19968.0,0.03930771815839588,0.048969054181348774,Asia,JPN
Credit Suisse Group,47860,2020,Banking,Switzerland,32790.0,4037.6,860075.0,22026.0,0.12313510216529429,0.0046944743191000785,Europe,CHE
Bank of Nova Scotia,101813,2020,Banking,Canada,34757.0,6445.5,872573.0,48715.0,0.18544465862991627,0.00738677451628689,North America,CAN
LyondellBasell Industries,19100,2020,Chemicals,United Kingdom,34749.0,3391.0,30435.0,19333.0,0.09758554202998647,0.11141777558731723,Europe,GBR
Taiwan Semiconductor,51297,2020,Semiconductors,Taiwan,37801.0,13041.7,77486.0,265526.0,0.3450093912859448,0.16831040446016055,Asia,TWN
Exelon,32713,2020,Utilities,United States,33761.0,2936.0,124977.0,36113.0,0.08696424868931607,0.023492322587356073,North America,USA
JFE Holdings,64009,2020,Materials,Japan,34931.0,1474.5,45383.0,3899.0,0.04221178895536916,0.0324901394795408,Asia,JPN
Chubb,33000,2020,Insurance,Switzerland,33990.0,3666.0,173127.0,48751.0,0.10785525154457193,0.021175206640212097,Europe,CHE
Northrop Grumman,90000,2020,Aerospace & Defense,United States,34272.0,2253.0,43203.0,55124.0,0.06573879551820729,0.052149156308589684,North America,USA
Capital One Financial,51900,2020,Business Services & Supplies,United States,31100.0,2755.0,396878.0,29485.0,0.08858520900321544,0.006941679810924264,North America,USA
Quanta Computer,77930,2020,Technology Hardware & Equipment,Taiwan,33307.0,515.7,20503.0,8413.0,0.015483231753084938,0.025152416719504463,Asia,TWN
AbbVie,30000,2020,Drugs & Biotechnology,United States,33266.0,7839.0,89115.0,121382.0,0.23564600492995852,0.08796498905908097,North America,USA
British American Tobacco,59989,2020,"Food, Drink & Tobacco",United Kingdom,33012.0,7276.8,186796.0,88822.0,0.22042893493275173,0.0389558662926401,Europe,GBR
Canon,187041,2020,Business Services & Supplies,Japan,32963.0,1147.6,43877.0,22727.0,0.03481479234292995,0.02615493310846229,Asia,JPN
Schlumberger,105000,2020,Oil & Gas Operations,United States,32493.0,-17934.0,48594.0,23343.0,-0.5519342627642877,-0.3690579083837511,North America,USA
Hyundai Mobis,32065,2020,Capital Goods,South Korea,31897.0,1823.1,38702.0,13154.0,0.05715584537730821,0.047106092708387164,Asia,KOR
Bridgestone,143589,2020,Consumer Durables,Japan,32342.0,2684.1,36315.0,20729.0,0.08299115700946137,0.0739116067740603,Asia,JPN
3M,96163,2020,Conglomerates,United States,32348.0,4971.0,46212.0,87384.0,0.15367256090021023,0.10756946247727862,North America,USA
Suzuki Motor,68499,2020,Consumer Durables,Japan,33563.0,1050.7,31686.0,15744.0,0.031305306438637784,0.03315975509688822,Asia,JPN
Abbott Laboratories,107000,2020,Health Care Equipment & Services,United States,32095.0,3539.0,66777.0,162893.0,0.11026639663498987,0.052997289485900836,North America,USA
Compass Group,596452,2020,"Hotels, Restaurants & Leisure",United Kingdom,31737.0,1416.0,16402.0,26763.0,0.04461669344928632,0.08633093525179857,Europe,GBR
Compal Electronics,81743,2020,Technology Hardware & Equipment,Taiwan,31716.0,225.0,12765.0,2796.0,0.007094211123723042,0.01762632197414806,Asia,TWN
CRH,86951,2020,Construction,Ireland,28115.0,1908.0,41880.0,23751.0,0.06786412946825537,0.04555873925501433,Europe,IRL
Inditex,176611,2020,Retailing,Spain,31582.0,4063.1,31463.0,79314.0,0.12865239693496294,0.12913898865333884,Europe,ESP
Travelers,30800,2020,Insurance,United States,31837.0,2407.0,109436.0,25590.0,0.07560385714734429,0.02199459044555722,North America,USA
Mazda Motor,50479,2020,Consumer Durables,Japan,32092.0,539.5,26413.0,3604.0,0.01681104325065437,0.020425548025593456,Asia,JPN
Toshiba,125648,2020,Consumer Durables,Japan,32152.0,-1412.6,33083.0,11397.0,-0.043935058472256774,-0.04269866698908805,Asia,JPN
SAP,100330,2020,IT Software & Services,Germany,31089.0,4738.5,69069.0,142428.0,0.1524172536910161,0.06860530773574251,Europe,DEU
Subaru,35045,2020,Consumer Durables,Japan,29976.0,1296.1,29140.0,15597.0,0.043237923672271146,0.04447838023335621,Asia,JPN
Coles Group,113000,2020,Food Markets,Australia,25828.0,824.0,14152.0,13545.0,0.03190336069382066,0.05822498586772187,Oceania,AUS
Medtronic,101013,2020,Health Care Equipment & Services,Ireland,31062.0,5315.0,92822.0,130841.0,0.17110939411499582,0.05726013229622288,Europe,IRL
Veolia Environnement,178021,2020,Utilities,France,30431.0,693.3,46044.0,11841.0,0.022782688705596264,0.015057336460776647,Europe,FRA
Schneider Electric,135307,2020,Capital Goods,France,30397.0,2700.7,50516.0,50363.0,0.08884758364312267,0.053462269379998414,Europe,FRA
Takeda Pharmaceutical,47495,2020,Drugs & Biotechnology,Japan,29692.0,-498.5,119913.0,56565.0,-0.016789034083254748,-0.004157180622618065,Asia,JPN
Medipal Holdings,15422,2020,Drugs & Biotechnology,Japan,29748.0,318.5,15970.0,4112.0,0.010706602124512573,0.019943644333124608,Asia,JPN
Sun Life Financial,22719,2020,Diversified Financials,Canada,24566.0,2044.6,226087.0,20098.0,0.08322885288610274,0.009043421337803588,North America,CAN
Anglo American,63000,2020,Materials,United Kingdom,29868.0,3543.3,56152.0,22029.0,0.11863198071514665,0.06310193759794842,Europe,GBR
Philip Morris International,73500,2020,"Food, Drink & Tobacco",United States,30192.0,7638.0,37494.0,116162.0,0.25298092209856915,0.2037125940150424,North America,USA
Xiaomi,18170,2020,Technology Hardware & Equipment,China,29761.0,1456.0,26362.0,31479.0,0.04892308726185276,0.05523101433882103,Asia,CHN
KB Financial Group,26702,2020,Banking,South Korea,37336.0,2703.8,449868.0,11112.0,0.07241804156845941,0.006010207438626442,Asia,KOR
Suncor Energy,12889,2020,Oil & Gas Operations,Canada,28897.0,2184.8,68969.0,27284.0,0.07560646433885872,0.03167800026098682,North America,CAN
Kansai Electric Power,31850,2020,Utilities,Japan,30132.0,1525.0,68611.0,9229.0,0.05061064648878269,0.022226756642520877,Asia,JPN
Bank of Montreal,45513,2020,Banking,Canada,29121.0,4407.2,665170.0,32590.0,0.15134095669791559,0.006625674639565825,North America,CAN
Hewlett Packard Enterprise,61600,2020,Technology Hardware & Equipment,United States,28351.0,1205.0,52244.0,12961.0,0.0425029099502663,0.023064849552101675,North America,USA
BT Group,105300,2020,Telecommunications Services,United Kingdom,29609.0,2774.6,63334.0,14452.0,0.09370799419095545,0.043809012536710136,Europe,GBR
Haier Smart Home,99757,2020,Consumer Durables,China,27574.0,1124.4,26573.0,14424.0,0.04077754406324799,0.04231362661347985,Asia,CHN
Gree Electric Appliances,88846,2020,Consumer Durables,China,28841.0,3556.1,40320.0,46721.0,0.12330016296244929,0.0881969246031746,Asia,CHN
Centrica,29147,2020,Oil & Gas Operations,United Kingdom,28926.0,-1305.1,25728.0,2928.0,-0.04511857844154048,-0.050726834577114424,Europe,GBR
Arrow Electronics,19300,2020,Trading Companies,United States,28142.0,-295.3,15391.0,4950.0,-0.010493212991258617,-0.019186537586901437,North America,USA
Linde,79886,2020,Chemicals,United Kingdom,28228.0,2285.0,86612.0,96628.0,0.08094799489868217,0.026382025585369232,Europe,GBR
NEC,112638,2020,Technology Hardware & Equipment,Japan,28019.0,761.9,27991.0,10111.0,0.027192262393375924,0.02721946339894966,Asia,JPN
Safran,95443,2020,Aerospace & Defense,France,28091.0,2738.8,48052.0,36714.0,0.09749741910220355,0.05699658703071673,Europe,FRA
Wistron,70286,2020,Technology Hardware & Equipment,Taiwan,28411.0,220.0,11481.0,2699.0,0.007743479638168315,0.01916209389426008,Asia,TWN
Danone,102449,2020,"Food, Drink & Tobacco",France,28302.0,2143.4,50919.0,44959.0,0.07573316373401173,0.04209430664388539,Europe,FRA
Chubu Electric Power,28448,2020,Utilities,Japan,28591.0,1551.5,49777.0,10316.0,0.054265328250148646,0.031169013801554936,Asia,JPN
Dollar General,143000,2020,Retailing,United States,27754.0,1712.6,25066.0,44091.0,0.06170642069611587,0.06832362562834117,North America,USA
Rajesh Exports,409,2020,Consumer Durables,India,25913.0,169.9,4331.0,2433.0,0.006556554625091653,0.0392288155160471,Asia,IND
Samsung Life Insurance,5346,2020,Insurance,South Korea,23771.0,838.1,270357.0,7236.0,0.03525724622439107,0.0030999752179525593,Asia,KOR
East Japan Railway,85114,2020,Transportation,Japan,27102.0,1825.0,79080.0,27774.0,0.06733820382259612,0.02307789580171978,Asia,JPN
Heineken,85853,2020,"Food, Drink & Tobacco",Netherlands,26827.0,1216.6,52201.0,22376.0,0.04534983412233943,0.023306066933583645,Europe,NLD
X5 Retail Group,307444,2020,Food Markets,Netherlands,26804.0,301.5,17297.0,8015.0,0.011248321146097598,0.017430768341330866,Europe,NLD
Starbucks,346000,2020,"Hotels, Restaurants & Leisure",United States,26656.0,3389.8,27479.0,89628.0,0.1271683673469388,0.12335965646493686,North America,USA
Adidas,59533,2020,Consumer Durables,Germany,25009.0,1528.7,22803.0,44904.0,0.06112599464192891,0.06703942463710916,Europe,DEU
Samsung C&T,16580,2020,Trading Companies,South Korea,25667.0,970.2,34836.0,14348.0,0.03779950909728445,0.027850499483293146,Asia,KOR
OMV Group,19845,2020,Oil & Gas Operations,Austria,26259.0,1877.0,47684.0,10706.0,0.0714802543889714,0.039363308447277916,Europe,AUT
Bristol-Myers Squibb,30000,2020,Drugs & Biotechnology,United States,26145.0,3439.0,129944.0,137580.0,0.1315356664754255,0.026465246567752263,North America,USA
Nokia,98322,2020,Technology Hardware & Equipment,Finland,25768.0,391.0,43620.0,20457.0,0.015173859049984476,0.008963778083447959,Europe,FIN
Naturgy Energy Group,12138,2020,Oil & Gas Operations,Spain,24168.0,1398.8,43998.0,17121.0,0.057878186031115525,0.03179235419791809,Europe,ESP
US Foods,28000,2020,Food Markets,United States,25939.0,385.0,11288.0,4736.0,0.014842515131655036,0.034107016300496104,North America,USA
Mondelez International,80000,2020,"Food, Drink & Tobacco",United States,26037.0,3709.0,63598.0,73429.0,0.14245112724200176,0.0583194440076732,North America,USA
Paccar,27000,2020,Capital Goods,United States,24286.0,2118.3,27295.0,23933.0,0.08722309149304126,0.07760762044330465,North America,USA
Thermo Fisher Scientific,75000,2020,Health Care Equipment & Services,United States,25647.0,3669.0,58688.0,132182.0,0.14305766756345772,0.06251703925845148,North America,USA
Apple,147000,2021,Technology Hardware & Equipment,United States,127841.0,32982.0,138681.0,545968.0,0.25799234987210673,0.2378263785233738,North America,USA
UnitedHealth Group,330000,2021,Health Care Equipment & Services,United States,101862.0,5142.0,67889.0,58090.0,0.05048006125935089,0.07574128356582067,North America,USA
Toyota Motor,366283,2021,Consumer Durables,Japan,228494.0,4910.4,358341.0,147937.0,0.021490279832293187,0.013703148676819007,Asia,JPN
Berkshire Hathaway,360000,2021,Diversified Financials,United States,143688.0,10254.0,392647.0,202160.0,0.07136295306497412,0.026115060092143833,North America,USA
McKesson,67500,2021,Drugs & Biotechnology,United States,119888.0,1304.0,33157.0,21549.0,0.01087681836380622,0.039328045359954156,North America,USA
Samsung Electronics,267937,2021,Semiconductors,South Korea,142397.0,11529.0,133695.0,161965.0,0.08096378434938939,0.0862335913833726,Asia,KOR
AmerisourceBergen,21500,2021,Drugs & Biotechnology,United States,80690.0,708.2,15978.0,9880.0,0.008776800099144876,0.04432344473651271,North America,USA
BP,68100,2021,Oil & Gas Operations,United Kingdom,375517.0,25700.0,292457.0,147376.0,0.06843897879456856,0.08787616641078859,Europe,GBR
China Construction Bank,373814,2021,Banking,China,68692.0,20458.5,1637782.0,201941.0,0.29782944156524777,0.012491589234708892,Asia,CHN
AT&T,230760,2021,Telecommunications services,United States,126723.0,3944.0,270344.0,187289.0,0.03112300056027714,0.014588820169857663,North America,USA
Costco Wholesale,214500,2021,Retailing,United States,93396.0,1516.0,27511.0,39335.0,0.016231958542121717,0.05510523063501872,North America,USA
Cigna,72963,2021,Health Care Equipment & Services,United States,21998.0,1327.0,51047.0,13415.0,0.060323665787798894,0.025995651066664054,North America,USA
Agricultural Bank of China,462592,2021,Banking,China,62429.0,14394.1,1563946.0,154813.0,0.23056752470806838,0.009203706521836432,Asia,CHN
Cardinal Health,48000,2021,Drugs & Biotechnology,United States,106705.0,947.5,24263.0,14377.0,0.008879621386064383,0.03905123026830977,North America,USA
China Life Insurance,183417,2021,Insurance,China,56014.0,5101.7,214058.0,76465.0,0.09107901596029563,0.02383326014444683,Asia,CHN
Microsoft,163000,2021,IT Software & Services,United States,72052.0,23468.0,112243.0,273539.0,0.32570921001498915,0.20908208084245788,North America,USA
Allianz,150269,2021,Insurance,Germany,134441.0,3303.9,832756.0,56270.0,0.024575092419723152,0.003967428634558022,Europe,DEU
Bank of China,309084,2021,Banking,China,60834.0,15842.3,1583657.0,129053.0,0.2604185159614689,0.010003618207730589,Asia,CHN
Kroger,465000,2021,Food Markets,United States,90374.0,602.1,23475.0,13679.0,0.006662314382455131,0.02564856230031949,North America,USA
Home Depot,504800,2021,Retailing,United States,70395.0,3883.0,40518.0,75614.0,0.05516016762554159,0.0958339503430574,North America,USA
China Railway Construction,364632,2021,Construction,China,69236.0,644.2,52828.0,8297.0,0.009304408111387141,0.012194290906337548,Asia,CHN
JPMorgan Chase,255351,2021,Banking,United States,110838.0,18976.0,2265792.0,170140.0,0.17120482145112687,0.008374996469225772,North America,USA
Verizon Communications,132200,2021,Telecommunications services,United States,110875.0,2404.0,230461.0,112202.0,0.021682074408117247,0.010431266027657609,North America,USA
Ford Motor,186000,2021,Consumer Durables,United States,136264.0,20213.0,178348.0,47547.0,0.14833705160570657,0.11333460425684616,North America,USA
Honda Motor,211374,2021,Consumer Durables,Japan,107511.0,6425.1,137675.0,70825.0,0.059762256885341966,0.04666860359542401,Asia,JPN
General Motors,155000,2021,Consumer Durables,United States,150276.0,9190.0,144603.0,40037.0,0.06115414304346669,0.06355331493814098,North America,USA
Deutsche Telekom,226291,2021,Telecommunications services,Germany,75976.0,721.5,153302.0,50470.0,0.009496419922080657,0.004706396524507182,Europe,DEU
BMW Group,120726,2021,Consumer Durables,Germany,95827.0,6796.3,159964.0,61244.0,0.07092260010226763,0.04248643444775074,Europe,DEU
SAIC Motor,143261,2021,Consumer Durables,China,46345.0,2082.9,33775.0,26420.0,0.04494335958571583,0.0616698741672835,Asia,CHN
Fannie Mae,7700,2021,Diversified Financials,United States,137683.0,-16855.0,3211484.0,1809.0,-0.12241888976852625,-0.005248352475055146,North America,USA
Comcast,168000,2021,Media,United States,55842.0,4160.0,157818.0,79825.0,0.07449589914401347,0.026359477372669783,North America,USA
Itochu,148887,2021,Trading Companies,Japan,43906.0,1936.5,67112.0,17865.0,0.04410558921331936,0.028854750268208367,Asia,JPN
Chevron,47736,2021,Oil & Gas Operations,United States,236286.0,26895.0,209474.0,218020.0,0.11382392524313756,0.12839302252308163,North America,USA
Bank of America,212505,2021,Banking,United States,115074.0,1446.0,2129046.0,105177.0,0.012565827206840815,0.0006791774344001961,North America,USA
Target,409000,2021,Retailing,United States,69865.0,2929.0,46630.0,39094.0,0.04192371001216632,0.06281363928801201,North America,USA
Citigroup,210153,2021,Banking,United States,102587.0,11067.0,1873878.0,107528.0,0.10787916597619582,0.005905934110972006,North America,USA
Hyundai Motor,122814,2021,Consumer Durables,South Korea,70291.0,6917.1,94474.0,43629.0,0.09840662389210568,0.07321696974829053,Asia,KOR
Gazprom,467000,2021,Oil & Gas Operations,Russia,117624.0,31671.8,302552.0,159751.0,0.2692630755628103,0.10468217033766096,Asia,RUS
Sony,109700,2021,Consumer Durables,Japan,86477.0,-3122.8,153057.0,22061.0,-0.03611133596216335,-0.020402856452171415,Asia,JPN
Johnson & Johnson,134500,2021,Health Care Equipment & Services,United States,65030.0,9672.0,113644.0,178760.0,0.14873135475934185,0.08510788075041358,North America,USA
Hitachi,350864,2021,Consumer Durables,Japan,112069.0,2873.6,109252.0,27157.0,0.025641345956508934,0.026302493318200122,Asia,JPN
Carrefour,322164,2021,Food Markets,France,113162.0,516.6,62119.0,17305.0,0.004565136706668317,0.008316296141277227,Europe,FRA
BNP Paribas,193319,2021,Banking,France,119003.0,7854.1,2539104.0,61530.0,0.06599917649134895,0.0030932565188349906,Europe,FRA
Tesco,242911,2021,Food Markets,United Kingdom,99075.0,4317.1,76702.0,41713.0,0.0435740600555135,0.0562840603895596,Europe,GBR
HSBC Holdings,226059,2021,Banking,United Kingdom,102021.0,16209.4,2549994.0,164312.0,0.1588829750737593,0.0063566424077860575,Europe,GBR
Wells Fargo,268531,2021,Banking,United States,87597.0,15869.0,1313867.0,178710.0,0.18115917211776658,0.012078087051429102,North America,USA
General Electric,184000,2021,Conglomerates,United States,147300.0,14151.0,717242.0,213741.0,0.09606924643584522,0.019729742541568954,North America,USA
Intel,110600,2021,Semiconductors,United States,53999.0,12942.0,71119.0,138539.0,0.23967110502046335,0.18197668696129024,North America,USA
Humana,48700,2021,Health Care Equipment & Services,United States,36831.0,1419.2,17708.0,14213.0,0.03853275773125899,0.08014456742715158,North America,USA
Nissan Motor,139507,2021,Consumer Durables,Japan,105540.0,3840.2,128704.0,48057.0,0.0363862042827364,0.0298374564893088,Asia,JPN
Banco Santander,184720,2021,Banking,Spain,109596.0,6946.6,1624724.0,75604.0,0.06338370013504142,0.004275556956135319,Europe,ESP
IBM,364800,2021,IT Software & Services,United States,106916.0,15855.0,116433.0,238696.0,0.1482939878035093,0.13617273453402387,North America,USA
Lukoil,100769,2021,Oil & Gas Operations,Russia,111433.0,10357.0,90601.0,55328.0,0.09294374197948543,0.11431441154071147,Asia,RUS
Procter & Gamble,99000,2021,Consumer Durables,United States,85142.0,10097.0,134311.0,185233.0,0.11859012003476545,0.07517627000022337,North America,USA
E.ON,78126,2021,Utilities,Germany,157278.0,-3089.8,198122.0,49113.0,-0.019645468533424894,-0.015595441192800397,Europe,DEU
Tencent Holdings,85858,2021,IT Software & Services,China,4527.0,1621.1,8994.0,51318.0,0.35809586922907,0.18024238381142982,Asia,CHN
BASF,110302,2021,Chemicals,Germany,95204.0,8015.6,78702.0,82237.0,0.08419394143103232,0.10184747528652385,Europe,DEU
FedEx,499718,2021,Air Courier,United States,41323.0,1750.0,28452.0,29668.0,0.04234929700166977,0.06150709967664839,North America,USA
MetLife,46500,2021,Insurance,United States,70263.0,6981.0,799625.0,40695.0,0.09935527945006618,0.008730342347975614,North America,USA
Bank of Communications,90716,2021,Banking,China,24898.0,5923.5,598548.0,48794.0,0.23791067555626957,0.00989644940756631,Asia,CHN
Country Garden Holdings,93899,2021,Real Estate,China,5521.0,923.6,16843.0,7140.0,0.16728853468574534,0.05483583684616755,Asia,CHN
Freddie Mac,6922,2021,Diversified Financials,United States,88262.0,-5266.0,2147216.0,1034.0,-0.059663275248691396,-0.0024524779994187823,North America,USA
Lockheed Martin,114000,2021,Aerospace & Defense,United States,46499.0,2655.0,37908.0,28998.0,0.0570980021075722,0.07003798670465337,North America,USA
Walt Disney,203000,2021,Media,United States,40956.0,4969.0,73877.0,77412.0,0.12132532473874402,0.06726044641769427,North America,USA
Archer Daniels Midland,38332,2021,"Food, Drink & Tobacco",United States,88155.0,1499.0,41516.0,21040.0,0.017004140434462026,0.036106561325753926,North America,USA
Xiamen C&D,28928,2021,Trading Companies,China,10028.0,266.2,6226.0,2789.0,0.026545672118069404,0.042756183745583036,Asia,CHN
Siemens,293000,2021,Conglomerates,Germany,98414.0,8226.2,135561.0,91995.0,0.08358770093685858,0.060682644713450036,Europe,DEU
Legal & General Group,10099,2021,Insurance,United Kingdom,28465.0,1128.2,507722.0,12557.0,0.0396346390303882,0.002222082163073493,Europe,GBR
Reliance Industries,236334,2021,Oil & Gas Operations,India,59504.0,4331.4,68958.0,50370.0,0.07279174509276687,0.0628121465239711,Asia,IND
Aviva,28930,2021,Insurance,United Kingdom,55219.0,349.4,474041.0,17459.0,0.0063275321900070625,0.0007370670469431968,Europe,GBR
China Vanke,140565,2021,Real Estate,China,9904.0,1489.4,47019.0,14224.0,0.15038368336025848,0.03167655628575682,Asia,CHN
China Merchants Bank,90867,2021,Banking,China,15201.0,3909.7,364023.0,42548.0,0.257200184198408,0.010740255423421047,Asia,CHN
Valero Energy,9964,2021,Oil & Gas Operations,United States,125987.0,2090.0,42783.0,15536.0,0.016589013152150618,0.04885117920669425,North America,USA
Marubeni,49265,2021,Trading Companies,Japan,44317.0,1642.6,55656.0,13042.0,0.0370647832660153,0.029513439701020553,Asia,JPN
Toyota Tsusho,64402,2021,Trading Companies,Japan,69096.0,567.4,29315.0,7017.0,0.008211763343753618,0.01935527886747399,Asia,JPN
Manulife Financial,37000,2021,Insurance,Canada,50069.0,214.1,453820.0,24907.0,0.004276098983402904,0.00047177294962760563,North America,CAN
Aegon,22322,2021,Insurance,Netherlands,42393.0,-151.6,433660.0,11356.0,-0.0035760620857216993,-0.00034958262233085826,Europe,NLD
Boeing,141000,2021,Aerospace & Defense,United States,68735.0,4018.0,79986.0,56078.0,0.05845639048519677,0.05023379091340985,North America,USA
Unilever,148949,2021,"Food, Drink & Tobacco",Netherlands,60191.0,5514.3,61466.0,102446.0,0.09161336412420462,0.08971301207171445,Europe,NLD
Prudential Financial,41671,2021,Insurance,United States,49045.0,3666.0,624521.0,29944.0,0.07474768070139667,0.005870098843753853,North America,USA
Fortum,19933,2021,Utilities,Finland,7981.0,2291.5,29660.0,21845.0,0.2871194085954141,0.07725893459204315,Europe,FIN
Tokyo Electric Power,37891,2021,Utilities,Japan,64583.0,-15005.6,178455.0,4326.0,-0.23234597339857238,-0.08408618419209325,Asia,JPN
Seven & I Holdings,97154,2021,Food Markets,Japan,62614.0,1369.3,45300.0,24966.0,0.021868911106142395,0.03022737306843267,Asia,JPN
LG Electronics,75000,2021,Aerospace & Defense,South Korea,46823.0,-367.3,27268.0,13204.0,-0.007844435427033723,-0.013470001466920933,Asia,KOR
Goldman Sachs Group,40500,2021,Diversified Financials,United States,36793.0,4442.0,923225.0,63469.0,0.12072948658712256,0.004811394838744618,North America,USA
ArcelorMittal,167743,2021,Diversified Metals & Mining,Luxembourg,93973.0,2262.0,121880.0,32295.0,0.024070743724261223,0.01855923859533968,Europe,LUX
Sysco,57000,2021,Food Markets,United States,41018.0,1147.6,11454.0,17321.0,0.02797796089521673,0.10019207263837959,North America,USA
JBS,250000,2021,"Food, Drink & Tobacco",Brazil,33130.0,-41.0,25417.0,13740.0,-0.0012375490492001207,-0.001613093598772475,South America,BRA
Morgan Stanley,68097,2021,Diversified Financials,United States,39310.0,4111.0,749898.0,38643.0,0.10457898753497838,0.005482078896063198,North America,USA
State Bank of India,245652,2021,Banking,India,33176.0,2398.8,369176.0,28191.0,0.07230528092597059,0.006497713827551087,Asia,IND
Tokio Marine Holdings,43257,2021,Insurance,Japan,38028.0,865.2,197630.0,22013.0,0.022751656674029664,0.00437787785255275,Asia,JPN
Christian Dior,139409,2021,Consumer Durables,France,31902.0,1656.7,66364.0,28280.0,0.051930913422355965,0.024963835814598278,Europe,FRA
Wilmar International,100000,2021,"Food, Drink & Tobacco",Singapore,43194.0,1546.6,39424.0,25132.0,0.03580589896744918,0.039229910714285714,Asia,SGP
Indian Oil,33439,2021,Oil & Gas Operations,India,63724.0,1758.0,43357.0,13205.0,0.027587722051346433,0.04054708582235856,Asia,IND
AIA Group,23397,2021,Insurance,Hong Kong-China,12320.0,1602.5,114354.0,44064.0,0.13007305194805194,0.014013501932595275,Asia,HKC
Vinci,217731,2021,Construction,France,48764.0,2466.7,78403.0,30457.0,0.05058444754326962,0.03146180630843207,Europe,FRA
ENI,31495,2021,Oil & Gas Operations,Italy,143164.0,8926.2,178698.0,97649.0,0.062349473331284405,0.049951314508276536,Europe,ITA
KDDI,47320,2021,Telecommunications services,Japan,41318.0,3069.1,44042.0,29186.0,0.07427997482937218,0.06968575450706144,Asia,JPN
Novartis,105794,2021,Drugs & Biotechnology,Switzerland,58566.0,9113.0,117496.0,150369.0,0.15560222654782638,0.07756008715190305,Europe,CHE
Renault,170158,2021,Consumer Durables,France,55218.0,2709.9,93106.0,16355.0,0.04907638813430403,0.02910553562606062,Europe,FRA
Cisco Systems,77500,2021,Technology Hardware & Equipment,United States,44844.0,6998.0,89259.0,107880.0,0.15605209169565606,0.07840105759643286,North America,USA
Korea Electric Power,48519,2021,Utilities,South Korea,39332.0,-3045.2,114076.0,13399.0,-0.07742296349028781,-0.026694484378835162,Asia,KOR
China Minsheng Banking,59262,2021,Banking,China,12143.0,2667.4,276080.0,26639.0,0.21966565099234128,0.009661692263112141,Asia,CHN
Jiangxi Copper,24528,2021,Diversified Metals & Mining,China,11552.0,756.7,8295.0,11919.0,0.06550380886426593,0.09122362869198312,Asia,CHN
Charter Communications,96100,2021,Media,United States,7204.0,-369.0,15605.0,6432.0,-0.05122154358689617,-0.023646267222044215,North America,USA
Merck,73500,2021,Drugs & Biotechnology,Germany,13311.0,799.9,27768.0,23476.0,0.0600931560363609,0.02880653990204552,Europe,DEU
Pegatron,169083,2021,Consumer Durables,Taiwan,18187.0,212.9,7408.0,3312.0,0.01170616374333315,0.028739200863930885,Asia,TWN
Anheuser-Busch InBev,163695,2021,"Food, Drink & Tobacco",Belgium,39046.0,5855.0,112427.0,115294.0,0.1499513394457819,0.05207823743406833,Europe,BEL
Best Buy,81600,2021,Retailing,United States,50642.0,1118.0,22748.0,8940.0,0.02207653726156155,0.04914717777387023,North America,USA
Oil & Natural Gas,30105,2021,Oil & Gas Operations,India,26318.0,5041.4,50990.0,46592.0,0.19155710920282695,0.09887036673857619,Asia,IND
Denso,168391,2021,Consumer Durables,Japan,37671.0,1720.7,40030.0,30101.0,0.04567704600355711,0.04298526105420934,Asia,JPN
Nippon Steel,115632,2021,Diversified Metals & Mining,Japan,49441.0,1121.2,59768.0,18188.0,0.022677534839505676,0.018759202248694956,Asia,JPN
Royal Bank of Canada,83842,2021,Banking,Canada,35889.0,4693.6,812700.0,84398.0,0.13078101925381036,0.005775316845084287,North America,CAN
Taiwan Semiconductor,56831,2021,Semiconductors,Taiwan,14102.0,4431.3,25325.0,71131.0,0.31423202382640764,0.17497729516288255,Asia,TWN
