Empresa,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Año,Continente,Codigo_pais
FedEx,Transportation,United States,91548.0,5126.0,84108.0,53186.0,0.055992484816708175,0.060945451086698056,2022,North America,USA
Deutsche Post,Transportation,Germany,96623.0,5972.5,75144.0,55043.0,0.06181240491394389,0.07948073033109762,2022,Europe,DEU
PNC Financial Services,Banking,United States,19933.0,5247.0,541246.0,71899.0,0.2632318266191742,0.009694297971717112,2022,North America,USA
Broadcom,Semiconductors,United States,28501.0,7830.0,73224.0,239640.0,0.27472720255429633,0.10693215339233038,2022,North America,USA
LukOil,Oil & Gas Operations,Russia,125113.0,10494.6,92494.0,32175.0,0.08388097160167209,0.11346249486453176,2022,Asia,RUS
Medtronic,Health Care Equipment & Services,Ireland,31785.0,4914.0,91804.0,144618.0,0.15460122699386503,0.05352707943009019,2022,Europe,IRL
SAP,IT Software & Services,Germany,33183.0,5638.6,80933.0,124016.0,0.16992435885845164,0.06966997392905243,2022,Europe,DEU
SK Hynix,Semiconductors,South Korea,37547.0,8385.1,81082.0,61315.0,0.2233227687964418,0.10341506129597199,2022,Asia,KOR
ENGIE ,Oil & Gas Operations,France,68397.0,4327.2,256249.0,31498.0,0.0632659327163472,0.016886700045658714,2022,Europe,FRA
Lockheed Martin,Aerospace & Defense,United States,65750.0,6211.0,51510.0,118818.0,0.0944638783269962,0.1205785284410794,2022,North America,USA
BlackRock,Diversified Financials,United States,20296.0,6138.0,152648.0,100795.0,0.3024241229798975,0.04021015670038258,2022,North America,USA
Westpac Banking Group,Banking,Australia,20463.0,4098.9,677026.0,61423.0,0.20030787274593168,0.006054272657180078,2022,Oceania,AUS
Duke Energy,Utilities,United States,25097.0,3908.0,174178.0,87984.0,0.15571582260827987,0.02243681750852576,2022,North America,USA
Dell Technologies,Technology Hardware & Equipment,United States,106837.0,5563.0,92735.0,35640.0,0.052069975757462306,0.05998813824338168,2022,North America,USA
VINCI,Construction,France,59078.0,3069.6,113745.0,56869.0,0.051958427841159144,0.026986680733219044,2022,Europe,FRA
Tokio Marine Holdings,Insurance,Japan,50573.0,3851.2,234905.0,35194.0,0.07615130603286338,0.0163947127562206,2022,Asia,JPN
América Móvil,Telecommunications Services,Mexico,48368.0,4107.4,82452.0,67840.0,0.08491978167383393,0.04981565031776063,2022,North America,MEX
E.ON,Utilities,Germany,91436.0,5544.7,151174.0,28521.0,0.06064022923137495,0.0366776032915713,2022,Europe,DEU
Anglo American,Materials,United Kingdom,41521.0,8543.2,65985.0,59444.0,0.2057561234074324,0.12947184966280217,2022,Europe,GBR
Banco Bradesco,Banking,Brazil,28331.0,4066.9,296888.0,43158.0,0.14354946877978186,0.013698431731831533,2022,South America,BRA
ING Group,Diversified Financials,Netherlands,21488.0,5646.3,1081807.0,39035.0,0.26276526433358155,0.005219322855185814,2022,Europe,NLD
Accenture,IT Software & Services,Ireland,56695.0,6391.6,44318.0,196861.0,0.11273657289002559,0.14422130962588564,2022,Europe,IRL
Honeywell International,Conglomerates,United States,34387.0,5542.0,64470.0,130673.0,0.1611655567510978,0.08596246316116023,2022,North America,USA
Mizuho Financial,Banking,Japan,26761.0,5417.8,1957579.0,31381.0,0.2024513284256941,0.002767602227036559,2022,Asia,JPN
Linde,Chemicals,United Kingdom,30793.0,3826.0,81605.0,157259.0,0.12424901763387783,0.0468843820844311,2022,Europe,GBR
ArcelorMittal,Materials,Luxembourg,76654.0,14985.4,90512.0,28985.0,0.19549403814543273,0.16556257733781155,2022,Europe,LUX
Canadian Imperial Bank,Banking,Canada,18657.0,5325.0,677515.0,51214.0,0.28541566168194243,0.007859604584400345,2022,North America,CAN
Poly Developments & Holdings Group,Construction,China,42941.0,4246.4,219654.0,32807.0,0.09888917351715143,0.019332222495379095,2022,Asia,CHN
Micron Technology,Semiconductors,United States,31169.0,9024.0,63696.0,77508.0,0.28951843177516123,0.14167294649585532,2022,North America,USA
ANZ,Banking,Australia,18383.0,4629.3,707077.0,56229.0,0.2518250557580373,0.0065470945880010244,2022,Oceania,AUS
Fubon Financial,Insurance,Taiwan,33231.0,5175.4,378809.0,30626.0,0.1557401221750775,0.013662294190475937,2022,Asia,TWN
China Telecom,Telecommunications Services,China,68150.0,4016.7,121101.0,35225.0,0.05893910491562729,0.033168181930785044,2022,Asia,CHN
HCA Healthcare,Health Care Equipment & Services,United States,59720.0,6806.0,52208.0,63617.0,0.11396517079705291,0.13036316273368065,2022,North America,USA
Dow,Chemicals,United States,58350.0,6854.0,63335.0,50353.0,0.11746358183376178,0.10821820478408463,2022,North America,USA
Telefónica,Telecommunications Services,Spain,46425.0,9405.0,124197.0,29443.0,0.2025848142164782,0.07572646682287011,2022,Europe,ESP
China Vanke,Construction,China,71421.0,3495.6,304187.0,27917.0,0.04894358802033015,0.011491615355028321,2022,Asia,CHN
NAB - National Australia Bank,Banking,Australia,15764.0,4781.1,669030.0,77239.0,0.30329231159604164,0.00714631630868571,2022,Oceania,AUS
Cathay Financial,Insurance,Taiwan,34462.0,4994.8,418705.0,28899.0,0.14493645174394987,0.011929162536869634,2022,Asia,TWN
Qualcomm,Semiconductors,United States,36036.0,9986.0,42820.0,149677.0,0.2771117771117771,0.23320878094348435,2022,North America,USA
L'Oréal,Consumer Durables,France,38163.0,5433.7,48915.0,195521.0,0.14238136414852082,0.11108453439640192,2022,Europe,FRA
Allstate,Insurance,Canada,50588.0,5690.0,90663.0,36448.0,0.11247726733612715,0.06275989102500469,2022,North America,CAN
SAIC Motor,Consumer Durables,China,121422.0,3708.0,133965.0,28870.0,0.030538123239610613,0.02767887134699362,2022,Asia,CHN
ICICI Bank,Banking,India,21887.0,3011.0,226393.0,67903.0,0.13757024717869054,0.013299881180071822,2022,Asia,IND
China Everbright Bank,Banking,China,42382.0,6723.0,926054.0,20110.0,0.15862866311169838,0.007259835819509446,2022,Asia,CHN
Gilead Sciences,Drugs & Biotechnology,United States,27372.0,6225.0,67952.0,78173.0,0.22742218325295924,0.09160878267012008,2022,North America,USA
China Pacific Insurance,Insurance,China,68072.0,4155.2,300516.0,22686.0,0.061041250440709835,0.013826884425454884,2022,Asia,CHN
NVIDIA,Semiconductors,United States,26914.0,9753.0,44187.0,489826.0,0.36237645834881477,0.22072102654626927,2022,North America,USA
Amgen,Drugs & Biotechnology,United States,25987.0,5893.0,61165.0,133633.0,0.2267672297687305,0.09634594948091228,2022,North America,USA
Union Pacific,Transportation,United States,22663.0,6812.0,64051.0,147231.0,0.30057803468208094,0.10635275015222245,2022,North America,USA
Dai-ichi Life Insurance,Insurance,Japan,66727.0,4473.1,571448.0,19897.0,0.06703583257152278,0.007827658859598774,2022,Asia,JPN
Nike,Consumer Durables,Canada,46894.0,6116.0,38577.0,203125.0,0.13042180236277562,0.1585400627316795,2022,North America,CAN
Takeda Pharmaceutical,Drugs & Biotechnology,Japan,31545.0,3991.1,110273.0,45319.0,0.12652084323981613,0.036192903067840725,2022,Asia,JPN
Philip Morris International,"Food, Drink & Tobacco",United States,31507.0,8997.0,41733.0,159178.0,0.2855555908210874,0.2155847890158867,2022,North America,USA
PayPal,Business Services & Supplies,United States,25561.0,4169.0,75803.0,100225.0,0.16310003520989005,0.054997823305146236,2022,North America,USA
China Resources Land,Construction,Hong Kong,33613.0,5027.7,149027.0,32449.0,0.1495760568827537,0.03373683963308662,2022,Asia,HKG
Oversea-Chinese Banking,Banking,Singapore,22891.0,3615.0,402171.0,39713.0,0.15792232755231314,0.008988713756088828,2022,Asia,SGP
Midea Group,Consumer Durables,China,50603.0,4403.5,58237.0,60552.0,0.08702053237950319,0.0756134416264574,2022,Asia,CHN
Travelers,Insurance,United States,35312.0,3918.0,108592.0,41538.0,0.11095378341640236,0.036080005893620155,2022,North America,USA
Eli Lilly,Drugs & Biotechnology,United States,28318.0,5581.7,48806.0,265448.0,0.1971078465993361,0.11436503708560422,2022,North America,USA
Mondelez International,"Food, Drink & Tobacco",United States,28720.0,4300.0,67092.0,89985.0,0.14972144846796656,0.06409109878972158,2022,North America,USA
McDonald's,"Hotels, Restaurants & Leisure",United States,23223.0,7545.2,53854.0,185027.0,0.32490203677388796,0.1401047275968359,2022,North America,USA
General Electric,Conglomerates,Canada,74078.0,1167.0,198874.0,98133.0,0.015753665055752045,0.005868037048583526,2022,North America,CAN
Société Générale,Banking,France,35572.0,5970.2,1665371.0,19370.0,0.16783425165860788,0.0035849069066292132,2022,Europe,FRA
Schneider Electric,Capital Goods,France,34165.0,3787.1,62031.0,85355.0,0.1108473584077272,0.06105173219841692,2022,Europe,FRA
3M,Conglomerates,United States,35355.0,5921.0,47072.0,84903.0,0.16747277612784614,0.12578602991162474,2022,North America,USA
Aflac,Insurance,United States,22106.0,4325.0,164553.0,41150.0,0.195648240296752,0.02628332512928965,2022,North America,USA
Oil & Natural Gas,Oil & Gas Operations,India,66276.0,6002.0,75508.0,28619.0,0.09056068561771984,0.07948826614398474,2022,Asia,IND
Southern Company,Utilities,United States,23230.0,2409.0,127534.0,80482.0,0.10370210934136892,0.018889080558909782,2022,North America,USA
Deutsche Bank,Banking,Germany,36697.0,2657.1,1505645.0,24543.0,0.07240646374363027,0.0017647586250410952,2022,Europe,DEU
PTT ,Oil & Gas Operations,Thailand,70552.0,3377.6,92142.0,31342.0,0.04787390860641796,0.03665646502138004,2022,Asia,THA
CK Hutchison,Conglomerates,Hong Kong,36132.0,4307.8,155654.0,27908.0,0.11922395660356472,0.02767548537140067,2022,Asia,HKG
Canadian Natural Resources,Oil & Gas Operations,Canada,23974.0,6112.9,60694.0,74272.0,0.25498039542838075,0.10071671005371206,2022,North America,CAN
Sun Life Financial,Diversified Financials,Canada,29823.0,3218.4,270504.0,30708.0,0.1079167085806257,0.011897790790524354,2022,North America,CAN
Northrop Grumman,Aerospace & Defense,United States,35667.0,7005.0,42579.0,69840.0,0.1964000336445454,0.16451772000281828,2022,North America,USA
Archer Daniels Midland,"Food, Drink & Tobacco",United States,85262.0,2709.0,56136.0,51849.0,0.03177265370270461,0.04825780247969218,2022,North America,USA
Marathon Petroleum,Oil & Gas Operations,United States,119777.0,1717.0,85373.0,48641.0,0.014334972490544929,0.0201117449310672,2022,North America,USA
China Minsheng Bank,Banking,China,50080.0,4802.4,1090916.0,16742.0,0.09589456869009584,0.004402172119576575,2022,Asia,CHN
Legal & General Group,Insurance,United Kingdom,62508.0,2787.7,779429.0,19633.0,0.044597491521085296,0.003576592608178551,2022,Europe,GBR
Netflix,Media,United States,30402.0,5007.0,45331.0,95683.0,0.16469311229524372,0.11045421455516093,2022,North America,USA
Progressive,Insurance,United States,48073.0,2184.8,68905.0,63366.0,0.04544754851995923,0.03170742326391409,2022,North America,USA
Longfor Group Holdings,Construction,China,34802.0,3704.4,137393.0,30047.0,0.10644215849663813,0.026962072303538028,2022,Asia,CHN
DBS,Banking,Singapore,12399.0,4982.7,509072.0,63028.0,0.4018630534720542,0.009787809975799101,2022,Asia,SGP
Cosco Shipping,Transportation,China,51774.0,13854.9,64906.0,25801.0,0.26760343029319733,0.2134610051459033,2022,Asia,CHN
China Communications Construction,Construction,China,108407.0,3029.0,222701.0,19097.0,0.027941000119918454,0.01360119622273811,2022,Asia,CHN
NatWest Group,Banking,United Kingdom,17862.0,4414.7,1059169.0,30224.0,0.24715597357518754,0.004168078937355606,2022,Europe,GBR
Exelon,Utilities,United States,39268.0,1706.0,133013.0,47684.0,0.043445044310889275,0.012825814018178673,2022,North America,USA
Humana,Drugs & Biotechnology,United States,84091.0,2933.0,44748.0,56335.0,0.03487888121202031,0.0655448288191651,2022,North America,USA
General Dynamics,Aerospace & Defense,United States,38469.0,3257.0,50073.0,66416.0,0.08466557487847358,0.06504503424999501,2022,North America,USA
Power Corp of Canada,Diversified Financials,Canada,57927.0,2368.1,507062.0,20470.0,0.040880763719854295,0.004670237564637066,2022,North America,CAN
Qatar National Bank,Banking,Qatar,14200.0,3437.0,304385.0,59095.0,0.24204225352112677,0.011291620809172594,2022,Asia,QAT
Bayer ,Drugs & Biotechnology,Germany,52103.0,1182.0,144172.0,70059.0,0.022685833829146115,0.008198540632022862,2022,Europe,DEU
KKR,Diversified Financials,United States,19019.0,4666.5,264285.0,30604.0,0.2453599032546401,0.017657074748850674,2022,North America,USA
Country Garden Holdings,Construction,China,81133.0,4152.6,305705.0,15647.0,0.05118262605844724,0.013583683616558448,2022,Asia,CHN
NextEra Energy,Utilities,United States,23737.0,1456.0,144945.0,145270.0,0.061338838100855206,0.010045189554658664,2022,North America,USA
KB Financial Group,Banking,South Korea,33856.0,3788.1,560376.0,19290.0,0.11188858695652174,0.006759925478607221,2022,Asia,KOR
China Railway Group,Construction,China,166455.0,3950.9,213636.0,15358.0,0.023735544141059144,0.018493605946563314,2022,Asia,CHN
HP,Technology Hardware & Equipment,United States,64983.0,6521.0,38912.0,38753.0,0.10034932213040333,0.16758326480263158,2022,North America,USA
Nordea Bank,Banking,Finland,13565.0,4497.9,648827.0,40258.0,0.33158127534095094,0.006932356390840702,2022,Europe,FIN
Seven & I Holdings,Food Markets,Japan,78473.0,1890.4,75878.0,39191.0,0.0240898143310438,0.024913677218693166,2022,Asia,JPN
Suncor Energy,Oil & Gas Operations,Canada,31212.0,3285.4,66294.0,46271.0,0.10526079712930925,0.049558029384258004,2022,North America,CAN
Salesforce.com,IT Software & Services,United States,26492.0,1444.0,99178.0,169716.0,0.054507020987467916,0.014559680574320917,2022,North America,USA
Air Liquide,Chemicals,France,27581.0,3040.3,53202.0,81848.0,0.11023168122983214,0.05714634788165859,2022,Europe,FRA
Denso,Consumer Durables,Japan,49486.0,2506.0,61513.0,45137.0,0.05064058521602069,0.04073935590850714,2022,Asia,JPN
Bank of New York Mellon,Banking,United States,16091.0,3604.0,473811.0,35682.0,0.22397613572804673,0.007606408462445997,2022,North America,USA
Mastercard,Business Services & Supplies,United States,18883.0,8687.0,37669.0,343270.0,0.46004342530318276,0.23061403275903264,2022,North America,USA
Banco do Brasil,Banking,Brazil,29542.0,3399.5,362533.0,20697.0,0.11507345474240065,0.009377077397092128,2022,South America,BRA
Centene,Drugs & Biotechnology,United States,125982.0,1347.0,79760.0,49200.0,0.0106920036195647,0.01688816449348044,2022,North America,USA
HDFC,Business Services & Supplies,India,18484.0,2906.1,118609.0,52300.0,0.15722246267041765,0.0245015133758821,2022,Asia,IND
Freeport-McMoRan,Materials,United States,24313.0,5106.0,48832.0,60970.0,0.21001110517007363,0.10456258191349935,2022,North America,USA
"Merck KGaA, Darmstadt, Germany and its affiliates",Drugs & Biotechnology,Germany,23270.0,3612.1,52129.0,82525.0,0.15522561237645036,0.0692915651556715,2022,Europe,DEU
CaixaBank,Banking,Spain,14640.0,6177.0,773337.0,26815.0,0.42192622950819675,0.007987462128412321,2022,Europe,ESP
ABB,Conglomerates,Switzerland,28934.0,4653.8,42271.0,61348.0,0.16084191608488285,0.11009439095360886,2022,Europe,CHE
Volvo Group,Consumer Durables,Sweden,43358.0,3819.2,57787.0,34702.0,0.08808524378430739,0.06609098932285808,2022,Europe,SWE
Occidental Petroleum,Oil & Gas Operations,United States,25962.0,2308.0,78473.0,53048.0,0.08889916031122409,0.029411389904808023,2022,North America,USA
National Grid,Utilities,United Kingdom,20775.0,2070.0,119920.0,54885.0,0.09963898916967509,0.01726150767178119,2022,Europe,GBR
McKesson,Drugs & Biotechnology,United States,257006.0,1412.0,63708.0,47663.0,0.005494035158712248,0.0221636215231996,2022,North America,USA
Shinhan Financial Group,Diversified Financials,South Korea,29275.0,3565.8,545238.0,18166.0,0.12180358667805295,0.006539896338846523,2022,Asia,KOR
ASML Holding,Semiconductors,Netherlands,20651.0,6094.0,33637.0,247799.0,0.2950946685390538,0.1811695454410322,2022,Europe,NLD
Nutrien,Chemicals,Canada,27627.0,3141.6,49954.0,57391.0,0.11371484417417743,0.06288985866997637,2022,North America,CAN
Investor AB,Diversified Financials,Sweden,12814.0,8025.3,77859.0,63509.0,0.6262915561105041,0.10307478904172929,2022,Europe,SWE
KIA,Consumer Durables,South Korea,61007.0,4157.0,56236.0,25818.0,0.06813972167128363,0.07392062024326054,2022,Asia,KOR
Saint-Gobain,Construction,France,52196.0,2979.8,58661.0,31168.0,0.057088665798145456,0.05079695197831609,2022,Europe,FRA
Novo Nordisk,Drugs & Biotechnology,Denmark,22378.0,7590.2,29740.0,252909.0,0.3391813388149075,0.25521856086079353,2022,Europe,DNK
Posco,Materials,South Korea,66657.0,5772.6,76948.0,18034.0,0.08660155722579775,0.07501949368404637,2022,Asia,KOR
Diageo,"Food, Drink & Tobacco",United Kingdom,19001.0,4187.8,44914.0,116049.0,0.22039892637229622,0.09324041501536269,2022,Europe,GBR
Royal Ahold Delhaize N.V.,Food Markets,Netherlands,89360.0,2655.9,51984.0,30568.0,0.029721351835273052,0.05109072022160665,2022,Europe,NLD
PICC,Insurance,China,90098.0,3322.0,209716.0,14374.0,0.03687096272947235,0.015840469968910337,2022,Asia,CHN
Dominion Energy,Utilities,United States,13964.0,3288.0,99590.0,68818.0,0.2354626181609854,0.033015362988251834,2022,North America,USA
Kroger,Food Markets,United States,137888.0,1640.0,51831.0,41229.0,0.011893710837781388,0.03164129574964789,2022,North America,USA
Baoshan Iron & Steel,Materials,China,55516.0,4057.5,62174.0,23351.0,0.07308703797103537,0.06526039823720527,2022,Asia,CHN
Kweichow Moutai,"Food, Drink & Tobacco",China,14600.0,8134.2,40037.0,343321.0,0.5571369863013699,0.20316707045982466,2022,Asia,CHN
Xiaomi  ,Technology Hardware & Equipment,China,50914.0,2985.0,45956.0,37035.0,0.0586282751306124,0.06495343371920968,2022,Asia,CHN
Bank of Ningbo,Banking,China,13705.0,3030.7,316256.0,37673.0,0.22113827070412256,0.009583059293736719,2022,Asia,CHN
Ecopetrol,Oil & Gas Operations,Colombia,23426.0,4453.5,60012.0,36074.0,0.19010928028686075,0.07421015796840631,2022,South America,COL
LyondellBasell Industries,Chemicals,United Kingdom,46153.0,5603.0,36742.0,34944.0,0.12140055901024852,0.1524957813945893,2022,Europe,GBR
Contemporary Amperex Technology,Capital Goods,China,20137.0,2470.2,48274.0,148424.0,0.12266971246958334,0.05117040228694535,2022,Asia,CHN
UniCredit,Banking,Italy,27786.0,1784.8,1042438.0,21620.0,0.06423378679910746,0.0017121401944288294,2022,Europe,ITA
AmerisourceBergen,Drugs & Biotechnology,United States,221101.0,1614.2,57578.0,33253.0,0.007300735862795736,0.028035013373163362,2022,North America,USA
EssilorLuxottica,Health Care Equipment & Services,France,23427.0,1729.2,67582.0,79454.0,0.07381226789601741,0.025586694682015923,2022,Europe,FRA
Inditex,Retailing,Spain,32572.0,3811.2,32447.0,68149.0,0.11700847353555201,0.11745924122415015,2022,Europe,ESP
Starbucks,"Hotels, Restaurants & Leisure",United States,30358.0,4393.1,28834.0,89631.0,0.1447097964292773,0.15235832697509885,2022,North America,USA
Nucor,Materials,United States,39960.0,7954.5,28633.0,43287.0,0.19906156156156157,0.27780882198861456,2022,North America,USA
IntercontinentalExchange,Diversified Financials,United States,10147.0,4058.0,193502.0,65711.0,0.3999211589632404,0.020971359469152774,2022,North America,USA
TJX Cos,Retailing,United States,48550.0,3282.8,28461.0,73699.0,0.06761688980432544,0.11534380380169355,2022,North America,USA
KBC Group,Banking,Belgium,14807.0,3030.6,387041.0,29504.0,0.2046734652529209,0.007830178198175388,2022,Europe,BEL
Tesco,Food Markets,United Kingdom,84168.0,2063.6,66217.0,25894.0,0.024517631403858948,0.03116420254617394,2022,Europe,GBR
BOE Technology Group,Technology Hardware & Equipment,China,33784.0,4005.2,70564.0,23254.0,0.11855316125976793,0.05675982087183266,2022,Asia,CHN
Blackstone,Diversified Financials,United States,15470.0,5326.4,43344.0,132169.0,0.3443051066580478,0.12288667404946474,2022,North America,USA
American Electric,Utilities,United States,16624.0,2488.1,90946.0,50581.0,0.14966915303176132,0.027357992654982077,2022,North America,USA
Macquarie Group,Diversified Financials,Australia,11210.0,2960.8,251787.0,55435.0,0.264121320249777,0.011759145627057791,2022,Oceania,AUS
Marubeni,Trading Companies,Japan,72323.0,3510.5,63987.0,19697.0,0.04853919223483539,0.054862706487255226,2022,Asia,JPN
Swiss Re ,Insurance,Switzerland,46004.0,1432.6,175085.0,24701.0,0.031140770367794102,0.008182311448724904,2022,Europe,CHE
EOG Resources,Oil & Gas Operations,United States,19777.0,4664.0,38236.0,67975.0,0.2358294989128786,0.12197928653624857,2022,North America,USA
CNP Assurances,Insurance,France,51780.0,1782.2,525338.0,16120.0,0.03441869447663191,0.0033924825540889865,2022,Europe,FRA
Automatic Data Processing,Business Services & Supplies,United States,15697.0,2743.8,59103.0,93888.0,0.17479773205071034,0.04642403938886351,2022,North America,USA
Phillips 66,Oil & Gas Operations,United States,111698.0,1306.0,55594.0,40228.0,0.011692241579974574,0.02349174371335036,2022,North America,USA
Tyson Foods,"Food, Drink & Tobacco",United States,49522.0,3701.0,36824.0,33741.0,0.07473446145147611,0.1005051053660656,2022,North America,USA
Repsol ,Oil & Gas Operations,Spain,58798.0,2953.8,63972.0,20805.0,0.05023640259872785,0.04617332583005065,2022,Europe,ESP
Sumitomo,Trading Companies,Japan,48216.0,2692.0,77799.0,20277.0,0.05583208893313423,0.03460198717207162,2022,Asia,JPN
Holcim,Construction,Switzerland,29350.0,2493.8,65725.0,30189.0,0.08496763202725725,0.0379429440852035,2022,Europe,CHE
Altria Group,"Food, Drink & Tobacco",United States,21111.0,2464.0,39523.0,100660.0,0.11671640377054616,0.06234344558864459,2022,North America,USA
Applied Materials,Semiconductors,United States,24151.0,6550.0,25428.0,99647.0,0.27121030185085504,0.25759005820355513,2022,North America,USA
Daimler Truck Holding,Transportation,Germany,47000.0,2774.1,62319.0,22608.0,0.05902340425531915,0.04451451403263852,2022,Europe,DEU
Zijin Mining Group,Materials,China,37210.0,3009.2,36823.0,41327.0,0.08087073367374362,0.08172066371561253,2022,Asia,CHN
The Saudi National Bank,Banking,Saudi Arabia,8626.0,3377.4,243488.0,86459.0,0.3915372130767447,0.013870909449336312,2022,Asia,SAU
Richemont,Retailing,Switzerland,19808.0,2837.1,42581.0,69456.0,0.14323000807754444,0.0666283084004603,2022,Europe,CHE
Kering,Consumer Durables,France,20856.0,3753.6,35330.0,70749.0,0.17997698504027618,0.10624398528163034,2022,Europe,FRA
Saudi Electricity,Utilities,Saudi Arabia,18486.0,2309.0,127389.0,29830.0,0.12490533376609327,0.018125583841618977,2022,Asia,SAU
Danone,"Food, Drink & Tobacco",France,28654.0,2243.4,51652.0,37968.0,0.07829273399874363,0.04343297452179974,2022,Europe,FRA
Nippon Steel ,Materials,Japan,57538.0,5454.1,74587.0,14919.0,0.09479126837915813,0.07312400284231838,2022,Asia,JPN
LG Chem,Chemicals,South Korea,37257.0,3204.6,43016.0,30554.0,0.08601336661566954,0.07449786126092617,2022,Asia,KOR
Discover Financial Services,Business Services & Supplies,United States,12798.0,5420.0,110610.0,31691.0,0.42350367244882015,0.04900099448512793,2022,North America,USA
Couche Tard,Food Markets,Canada,58662.0,2768.1,28826.0,46648.0,0.04718727626061164,0.09602789148685215,2022,North America,CAN
Huaxia Bank,Banking,China,26379.0,3587.7,549239.0,13283.0,0.13600591379506424,0.0065321290003076985,2022,Asia,CHN
NN Group,Insurance,Netherlands,22376.0,3804.8,285018.0,15720.0,0.1700393278512692,0.013349332322870836,2022,Europe,NLD
Fannie Mae,Business Services & Supplies,United States,100328.0,22176.0,4229901.0,880.0,0.22103500518299976,0.005242675892414503,2022,North America,USA
Fresenius,Health Care Equipment & Services,Germany,44262.0,2148.8,81835.0,20426.0,0.048547286611540376,0.0262577136921855,2022,Europe,DEU
Marsh & McLennan,Insurance,United States,20326.0,3231.0,33688.0,85877.0,0.15895896880842272,0.09590952267869865,2022,North America,USA
Ameriprise Financial,Diversified Financials,United States,13886.0,2760.0,175979.0,30970.0,0.19876134235921072,0.01568368953113724,2022,North America,USA
Becton Dickinson,Health Care Equipment & Services,United States,19927.0,1766.0,53363.0,72628.0,0.08862347568625482,0.03309409141165227,2022,North America,USA
Panasonic,Consumer Durables,Japan,65975.0,2098.5,64060.0,20983.0,0.0318075028419856,0.03275835154542616,2022,Asia,JPN
MS&AD Insurance,Insurance,Japan,41889.0,1810.8,216843.0,16510.0,0.04322853255031154,0.008350742242082982,2022,Asia,JPN
Orix,Business Services & Supplies,Japan,22727.0,2381.9,122367.0,21710.0,0.10480485765829191,0.019465215294973318,2022,Asia,JPN
Citic Securities,Diversified Financials,China,11738.0,3556.0,200627.0,32190.0,0.30294769125915827,0.017724433899724366,2022,Asia,CHN
First Abu Dhabi Bank,Banking,United Arab Emirates,8251.0,3314.6,272347.0,69077.0,0.40172100351472545,0.01217050307144929,2022,Asia,ARE
BCE,Telecommunications Services,Canada,18703.0,2265.2,52855.0,51827.0,0.12111425974442602,0.042856872575915236,2022,North America,CAN
Schlumberger,Oil & Gas Operations,United States,23668.0,2092.0,41967.0,58857.0,0.08838938651343586,0.049848690637882144,2022,North America,USA
Texas Instruments,Semiconductors,United States,18344.0,7736.0,24676.0,159944.0,0.4217182730047972,0.3135029988652942,2022,North America,USA
Bank Rakyat Indonesia (BRI),Banking,Indonesia,12774.0,2173.3,117741.0,50138.0,0.17013464850477533,0.018458311038635652,2022,Asia,IDN
Standard Chartered,Banking,United Kingdom,18875.0,1956.1,827818.0,19692.0,0.10363443708609271,0.002362959007897871,2022,Europe,GBR
CRH,Construction,Ireland,31003.0,2574.0,44670.0,31770.0,0.08302422346224558,0.05762256548018804,2022,Europe,IRL
Bank of Beijing,Banking,China,19378.0,3548.6,473055.0,15090.0,0.18312519351842296,0.007501453319381467,2022,Asia,CHN
Paramount,Media,United States,28586.0,4543.0,58620.0,20132.0,0.15892394878611907,0.07749914704878881,2022,North America,USA
Bank Of Jiangsu,Banking,China,17903.0,2875.3,399652.0,17052.0,0.1606043679830196,0.0071945092230240315,2022,Asia,CHN
DuPont de Nemours,Chemicals,United States,16653.0,6467.0,45707.0,34514.0,0.3883384375187654,0.14148817467783928,2022,North America,USA
Gree Electric Appliances,Consumer Durables,China,27881.0,3706.2,44271.0,27818.0,0.13292923496287795,0.0837162024801789,2022,Asia,CHN
Indian Oil,Oil & Gas Operations,India,72197.0,3717.1,51731.0,16530.0,0.051485518788869346,0.07185440064951383,2022,Asia,IND
Dollar General,Retailing,United States,34220.0,2399.2,29059.0,56924.0,0.07011104617182934,0.08256306135792697,2022,North America,USA
Kraft Heinz Company,"Food, Drink & Tobacco",United States,26043.0,1012.0,93394.0,52891.0,0.03885881042890604,0.010835813863845644,2022,North America,USA
Wilmar International,"Food, Drink & Tobacco",Singapore,65839.0,1893.3,58718.0,20862.0,0.028756512097692855,0.03224394563847542,2022,Asia,SGP
Freddie Mac,Business Services & Supplies,United States,62238.0,12109.0,3025586.0,488.0,0.19455959381728205,0.004002199904415211,2022,North America,USA
Hewlett Packard Enterprise,Technology Hardware & Equipment,United States,27864.0,3717.0,57873.0,20477.0,0.13339793281653747,0.06422684153232078,2022,North America,USA
Japan Tobacco,"Food, Drink & Tobacco",Japan,21159.0,3080.7,50143.0,30534.0,0.14559761803487878,0.06143828650060826,2022,Asia,JPN
Poste Italiane,Insurance,Italy,37481.0,1865.2,323793.0,13600.0,0.049763880366052136,0.00576047042400546,2022,Europe,ITA
United Overseas Bank,Banking,Singapore,8895.0,3032.3,340706.0,37993.0,0.34089938167509837,0.008900048722358868,2022,Asia,SGP
China Unicom,Telecommunications Services,Hong Kong,50831.0,2225.0,92742.0,15055.0,0.043772501032834296,0.02399128765823467,2022,Asia,HKG
Valero Energy,Oil & Gas Operations,United States,113995.0,924.0,58544.0,42190.0,0.008105618667485416,0.015783000819896146,2022,North America,USA
